time,accSmooth[0],accSmooth[1],accSmooth[2],gyroADC[0],gyroADC[1],gyroADC[2]
0.657,8.139413116,-2.800292253,-4.9096773,-114.2399382,-151.1802479,-176.2970904
0.658,8.146294945,-2.81625586,-4.89252675,-113.8845854,-153.8811955,-174.8040378
0.659,8.153191545,-2.832176882,-4.875264245,-113.5205595,-156.5656729,-173.2781289
0.66,8.160102376,-2.848054886,-4.857889851,-113.147983,-159.2332152,-171.7194567
0.661,8.167026901,-2.86388944,-4.84040364,-112.7669799,-161.8833577,-170.1281201
0.662,8.173964576,-2.879680106,-4.822805684,-112.3776759,-164.5156358,-168.5042238
0.663,8.180914857,-2.895426448,-4.805096062,-111.9801982,-167.1295852,-166.8478786
0.664,8.187877196,-2.911128025,-4.787274856,-111.5746754,-169.7247418,-165.159201
0.665,8.194851043,-2.926784395,-4.769342153,-111.1612376,-172.3006421,-163.4383138
0.666,8.201835847,-2.942395115,-4.751298044,-110.7400165,-174.856823,-161.6853456
0.667,8.208831054,-2.957959739,-4.733142623,-110.311145,-177.392822,-159.9004313
0.668,8.215836107,-2.97347782,-4.71487599,-109.8747573,-179.9081773,-158.0837118
0.669,8.222850447,-2.988948908,-4.696498248,-109.4309892,-182.4024278,-156.2353342
0.67,8.229873513,-3.004372552,-4.678009507,-108.9799776,-184.8751133,-154.3554516
0.671,8.236904742,-3.019748298,-4.659409878,-108.5218607,-187.3257745,-152.4442236
0.672,8.243943569,-3.035075692,-4.640699478,-108.0567779,-189.7539531,-150.5018158
0.673,8.250989427,-3.050354277,-4.62187843,-107.5848698,-192.159192,-148.5284002
0.674,8.258041746,-3.065583595,-4.60294686,-107.1062782,-194.5410354,-146.5241549
0.675,8.265099954,-3.080763185,-4.583904898,-106.6211458,-196.8990285,-144.4892647
0.676,8.27216348,-3.095892586,-4.564752682,-106.1296166,-199.2327182,-142.4239205
0.677,8.279231746,-3.110971335,-4.545490352,-105.6318356,-201.5416527,-140.3283194
0.678,8.286304177,-3.125998966,-4.526118053,-105.1279486,-203.8253819,-138.2026652
0.679,8.293380193,-3.140975012,-4.506635935,-104.6181026,-206.0834574,-136.047168
0.68,8.300459214,-3.155899005,-4.487044155,-104.1024453,-208.3154324,-133.8620442
0.681,8.307540657,-3.170770477,-4.467342873,-103.5811253,-210.5208622,-131.647517
0.682,8.314623938,-3.185588954,-4.447532254,-103.0542921,-212.6993039,-129.4038156
0.683,8.321708471,-3.200353965,-4.42761247,-102.522096,-214.8503169,-127.1311759
0.684,8.328793669,-3.215065036,-4.407583695,-101.9846879,-216.9734626,-124.8298405
0.685,8.335878943,-3.229721691,-4.387446111,-101.4422195,-219.0683046,-122.500058
0.686,8.342963702,-3.244323453,-4.367199904,-100.8948431,-221.1344092,-120.1420841
0.687,8.350047354,-3.258869843,-4.346845267,-100.3427117,-223.171345,-117.7561805
0.688,8.357129307,-3.273360384,-4.326382395,-99.78597857,-225.178683,-115.3426157
0.689,8.364208965,-3.287794593,-4.305811491,-99.22479788,-227.1559972,-112.9016647
0.69,8.371285732,-3.302171988,-4.285132763,-98.65932403,-229.1028643,-110.433609
0.691,8.378359011,-3.316492088,-4.264346425,-98.08971191,-231.0188638,-107.9387365
0.692,8.385428203,-3.330754407,-4.243452695,-97.51611678,-232.9035784,-105.4173419
0.693,8.392492709,-3.34495846,-4.222451798,-96.93869422,-234.7565937,-102.8697263
0.694,8.399551929,-3.359103761,-4.201343963,-96.3576001,-236.5774987,-100.2961972
0.695,8.406605259,-3.373189823,-4.180129428,-95.77299051,-238.3658856,-97.6970687
0.696,8.413652097,-3.387216157,-4.158808432,-95.18502176,-240.12135,-95.07266153
0.697,8.420691841,-3.401182274,-4.137381224,-94.59385025,-241.8434913,-92.42330276
0.698,8.427723883,-3.415087683,-4.115848056,-93.99963252,-243.5319122,-89.749326
0.699,8.434747621,-3.428931895,-4.094209187,-93.40252512,-245.1862195,-87.05107132
0.7,8.441762446,-3.442714416,-4.072464882,-92.80268459,-246.8060236,-84.32888524
0.701,8.448767752,-3.456434755,-4.050615412,-92.20026744,-248.3909389,-81.58312073
0.702,8.455762931,-3.470092419,-4.028661054,-91.59543004,-249.9405842,-78.81413716
0.703,8.462747375,-3.483686913,-4.006602089,-90.98832864,-251.454582,-76.02230028
0.704,8.469720475,-3.497217743,-3.984438807,-90.37911926,-252.9325596,-73.20798223
0.705,8.476681622,-3.510684414,-3.962171503,-89.76795767,-254.3741483,-70.37156147
0.706,8.483630206,-3.524086431,-3.939800478,-89.15499934,-255.7789841,-67.51342277
0.707,8.490565616,-3.537423297,-3.917326038,-88.54039936,-257.1467078,-64.63395719
0.708,8.497487242,-3.550694516,-3.894748496,-87.92431246,-258.4769646,-61.73356202
0.709,8.504394474,-3.563899592,-3.872068173,-87.30689287,-259.7694049,-58.81264078
0.71,8.511286701,-3.577038027,-3.849285394,-86.68829432,-261.0236837,-55.87160313
0.711,8.518163311,-3.590109323,-3.82640049,-86.06867001,-262.2394615,-52.91086488
0.712,8.525023693,-3.603112984,-3.803413801,-85.4481725,-263.4164035,-49.93084794
0.713,8.531867237,-3.616048512,-3.780325671,-84.8269537,-264.5541806,-46.93198024
0.714,8.538693331,-3.628915408,-3.757136451,-84.20516481,-265.652469,-43.91469571
0.715,8.545501364,-3.641713174,-3.733846498,-83.58295627,-266.7109501,-40.87943425
0.716,8.552290725,-3.654441314,-3.710456176,-82.9604777,-267.7293114,-37.82664163
0.717,8.559060804,-3.667099328,-3.686965855,-82.33787786,-268.7072458,-34.75676947
0.718,8.565810992,-3.67968672,-3.663375913,-81.7153046,-269.6444521,-31.67027519
0.719,8.572540677,-3.692202991,-3.639686733,-81.0929048,-270.5406352,-28.56762192
0.72,8.579249251,-3.704647644,-3.615898704,-80.47082434,-271.3955057,-25.44927847
0.721,8.585936105,-3.717020182,-3.592012223,-79.849208,-272.2087807,-22.31571924
0.722,8.59260063,-3.729320109,-3.568027693,-79.22819948,-272.9801833,-19.16742419
0.723,8.59924222,-3.741546927,-3.543945523,-78.60794129,-273.7094432,-16.00487873
0.724,8.605860267,-3.75370014,-3.51976613,-77.98857475,-274.3962963,-12.82857367
0.725,8.612454164,-3.765779254,-3.495489937,-77.37023987,-275.0404854,-9.639005169
0.726,8.619023308,-3.777783773,-3.471117372,-76.75307539,-275.6417596,-6.436674622
0.727,8.625567094,-3.789713202,-3.446648874,-76.13721867,-276.199875,-3.222088605
0.728,8.632084918,-3.801567049,-3.422084883,-75.52280564,-276.7145946,0.004241211
0.729,8.638576179,-3.81334482,-3.39742585,-74.90997079,-277.1856882,3.241798138
0.73,8.645040274,-3.825046023,-3.372672232,-74.29884708,-277.6129328,6.49006056
0.731,8.651476605,-3.836670166,-3.34782449,-73.68956594,-277.9961125,9.748502016
0.732,8.657884573,-3.84821676,-3.322883096,-73.08225716,-278.3350187,13.01659129
0.733,8.664263581,-3.859685314,-3.297848525,-72.4770489,-278.6294503,16.2937925
0.734,8.670613033,-3.87107534,-3.272721262,-71.87406761,-278.8792133,19.57956521
0.735,8.676932334,-3.882386351,-3.247501795,-71.273438,-279.0841216,22.87336448
0.736,8.683220892,-3.893617861,-3.222190623,-70.67528297,-279.2439965,26.17464102
0.737,8.689478116,-3.904769384,-3.196788249,-70.0797236,-279.3586673,29.48284125
0.738,8.695703417,-3.915840437,-3.171295182,-69.48687909,-279.4279707,32.79740742
0.739,8.701896206,-3.926830537,-3.145711942,-68.89686669,-279.4517518,36.11777772
0.74,8.7080559,-3.937739204,-3.12003905,-68.30980169,-279.4298633,39.44338637
0.741,8.714181912,-3.948565957,-3.09427704,-67.72579737,-279.3621662,42.77366373
0.742,8.720273663,-3.959310319,-3.068426448,-67.14496495,-279.2485295,46.10803645
0.743,8.726330572,-3.969971813,-3.042487818,-66.56741355,-279.0888307,49.44592753
0.744,8.732352062,-3.980549965,-3.016461703,-65.99325014,-278.8829552,52.78675646
0.745,8.738337557,-3.991044301,-2.99034866,-65.42257952,-278.6307972,56.12993933
0.746,8.744286485,-4.001454349,-2.964149254,-64.85550425,-278.3322591,59.47488899
0.747,8.750198275,-4.011779641,-2.937864057,-64.29212464,-277.9872522,62.8210151
0.748,8.756072359,-4.022019708,-2.911493647,-63.73253871,-277.5956959,66.16772433
0.749,8.761908172,-4.032174085,-2.88503861,-63.17684211,-277.1575188,69.51442042
0.75,8.76770515,-4.042242308,-2.858499537,-62.62512814,-276.672658,72.86050435
0.751,8.773462733,-4.052223916,-2.831877027,-62.07748768,-276.1410594,76.20537447
0.752,8.779180364,-4.06211845,-2.805171687,-61.53400916,-275.5626778,79.54842659
0.753,8.784857489,-4.071925451,-2.778384127,-60.99477851,-274.9374772,82.88905419
0.754,8.790493554,-4.081644465,-2.751514967,-60.45987918,-274.2654303,86.22664846
0.755,8.796088012,-4.09127504,-2.724564832,-59.92939203,-273.546519,89.56059853
0.756,8.801640317,-4.100816725,-2.697534356,-59.40339536,-272.7807344,92.89029154
0.757,8.807149926,-4.110269073,-2.670424176,-58.88196485,-271.9680767,96.21511282
0.758,8.812616299,-4.119631638,-2.643234938,-58.36517353,-271.1085553,99.53444601
0.759,8.818038902,-4.128903978,-2.615967295,-57.85309177,-270.2021889,102.8476732
0.76,8.8234172,-4.138085653,-2.588621905,-57.34578721,-269.2490056,106.1541752
0.761,8.828750665,-4.147176226,-2.561199434,-56.84332478,-268.2490428,109.4533314
0.762,8.834038771,-4.156175262,-2.533700553,-56.34576665,-267.2023474,112.7445203
0.763,8.839280995,-4.165082329,-2.506125941,-55.85317221,-266.1089755,116.0271192
0.764,8.84447682,-4.173897,-2.478476282,-55.36559803,-264.9689931,119.3005049
0.765,8.849625729,-4.182618849,-2.450752269,-54.88309786,-263.7824754,122.5640533
0.766,8.854727212,-4.191247452,-2.422954599,-54.4057226,-262.5495073,125.8171401
0.767,8.859780763,-4.199782391,-2.395083976,-53.93352026,-261.2701832,129.0591403
0.768,8.864785877,-4.208223249,-2.36714111,-53.46653597,-259.9446071,132.2894292
0.769,8.869742055,-4.216569613,-2.339126719,-53.00481193,-258.5728927,135.5073817
0.77,8.874648803,-4.224821074,-2.311041525,-52.54838744,-257.1551634,138.7123729
0.771,8.879505629,-4.232977224,-2.282886258,-52.09729881,-255.6915521,141.9037785
0.772,8.884312047,-4.241037661,-2.254661654,-51.65157942,-254.1822015,145.0809744
0.773,8.889067574,-4.249001985,-2.226368453,-51.21125965,-252.627264,148.2433371
0.774,8.893771733,-4.256869801,-2.198007405,-50.7763669,-251.0269017,151.3902442
0.775,8.898424049,-4.264640716,-2.169579263,-50.34692556,-249.3812864,154.5210738
0.776,8.903024053,-4.272314341,-2.141084787,-49.92295701,-247.6905995,157.6352056
0.777,8.907571282,-4.279890292,-2.112524743,-49.5044796,-245.9550323,160.7320203
0.778,8.912065275,-4.287368187,-2.083899904,-49.09150864,-244.1747857,163.8109001
0.779,8.916505577,-4.294747648,-2.055211046,-48.68405643,-242.3500703,166.8712289
0.78,8.920891738,-4.302028304,-2.026458954,-48.28213219,-240.4811065,169.9123924
0.781,8.925223313,-4.309209783,-1.997644417,-47.88574211,-238.5681242,172.9337781
0.782,8.929499861,-4.31629172,-1.968768231,-47.49488932,-236.6113632,175.9347757
0.783,8.933720947,-4.323273755,-1.939831195,-47.10957388,-234.6110728,178.9147774
0.784,8.93788614,-4.330155531,-1.910834118,-46.72979282,-232.5675119,181.8731775
0.785,8.941995015,-4.336936693,-1.881777811,-46.3555401,-230.4809492,184.8093732
0.786,8.946047152,-4.343616893,-1.852663092,-45.98680661,-228.3516627,187.7227644
0.787,8.950042136,-4.350195788,-1.823490784,-45.62358022,-226.1799402,190.612754
0.788,8.953979558,-4.356673036,-1.794261716,-45.26584574,-223.9660788,193.478748
0.789,8.957859014,-4.363048303,-1.764976721,-44.91358492,-221.7103853,196.3201557
0.79,8.961680105,-4.369321257,-1.735636639,-44.5667765,-219.4131757,199.13639
0.791,8.965442438,-4.375491571,-1.706242315,-44.22539618,-217.0747756,201.9268671
0.792,8.969145626,-4.381558924,-1.676794597,-43.88941665,-214.6955199,204.6910075
0.793,8.972789286,-4.387522998,-1.64729434,-43.5588076,-212.2757527,207.4282353
0.794,8.976373043,-4.39338348,-1.617742405,-43.23353572,-209.8158275,210.1379788
0.795,8.979896526,-4.399140063,-1.588139656,-42.91356471,-207.3161068,212.8196708
0.796,8.983359371,-4.404792444,-1.558486962,-42.59885532,-204.7769623,215.4727483
0.797,8.986761219,-4.410340324,-1.528785198,-42.28936535,-202.198775,218.0966532
0.798,8.990101718,-4.415783409,-1.499035243,-41.98504967,-199.5819345,220.6908319
0.799,8.99338052,-4.421121412,-1.46923798,-41.68586024,-196.9268397,223.2547362
0.8,8.996597285,-4.426354048,-1.439394299,-41.39174611,-194.2338981,225.7878225
0.801,8.999751678,-4.43148104,-1.409505091,-41.10265348,-191.5035262,228.2895529
0.802,9.002843371,-4.436502115,-1.379571255,-40.8185257,-188.7361491,230.7593948
0.803,9.005872042,-4.441417003,-1.349593692,-40.53930328,-185.9322006,233.1968211
0.804,9.008837375,-4.446225442,-1.319573308,-40.26492396,-183.0921229,235.6013107
0.805,9.011739061,-4.450927175,-1.289511013,-39.99532269,-180.2163668,237.9723482
0.806,9.014576795,-4.455521949,-1.259407722,-39.73043168,-177.3053915,240.3094244
0.807,9.017350282,-4.460009516,-1.229264353,-39.47018042,-174.3596644,242.6120364
0.808,9.02005923,-4.464389635,-1.199081828,-39.21449573,-171.3796612,244.8796873
0.809,9.022703357,-4.468662069,-1.168861074,-38.96330177,-168.3658654,247.1118873
0.81,9.025282384,-4.472826588,-1.13860302,-38.71652008,-165.3187689,249.3081528
0.811,9.027796041,-4.476882966,-1.108308601,-38.47406961,-162.2388711,251.4680073
0.812,9.030244065,-4.480830983,-1.077978754,-38.23586677,-159.1266795,253.5909811
0.813,9.032626197,-4.484670424,-1.047614419,-38.00182545,-155.982709,255.6766118
0.814,9.034942188,-4.488401082,-1.017216542,-37.77185707,-152.8074823,257.724444
0.815,9.037191793,-4.492022752,-0.986786069,-37.54587061,-149.6015292,259.7340301
0.816,9.039374775,-4.495535237,-0.956323953,-37.32377266,-146.3653872,261.7049295
0.817,9.041490905,-4.498938345,-0.925831146,-37.10546744,-143.0996007,263.6367098
0.818,9.043539959,-4.502231891,-0.895308607,-36.89085686,-139.8047215,265.528946
0.819,9.045521721,-4.505415693,-0.864757296,-36.67984056,-136.4813079,267.3812213
0.82,9.047435982,-4.508489578,-0.834178176,-36.47231597,-133.1299254,269.1931267
0.821,9.049282539,-4.511453377,-0.803572212,-36.26817832,-129.7511461,270.9642617
0.822,9.051061197,-4.514306927,-0.772940375,-36.06732072,-126.3455485,272.6942338
0.823,9.052771767,-4.51705007,-0.742283634,-35.86963417,-122.9137177,274.3826592
0.824,9.05441407,-4.519682657,-0.711602965,-35.67500766,-119.456245,276.0291624
0.825,9.05598793,-4.522204541,-0.680899342,-35.48332818,-115.9737279,277.6333768
0.826,9.057493181,-4.524615584,-0.650173747,-35.29448077,-112.4667699,279.1949445
0.827,9.058929664,-4.526915653,-0.619427158,-35.1083486,-108.9359801,280.7135164
0.828,9.060297226,-4.529104621,-0.588660559,-34.924813,-105.3819738,282.1887525
0.829,9.061595722,-4.531182366,-0.557874935,-34.74375352,-101.8053714,283.6203218
0.83,9.062825015,-4.533148773,-0.527071274,-34.56504798,-98.20679894,285.0079026
0.831,9.063984973,-4.535003734,-0.496250564,-34.38857251,-94.58688765,286.3511825
0.832,9.065075473,-4.536747146,-0.465413796,-34.21420166,-90.94627387,287.6498586
0.833,9.0660964,-4.538378912,-0.434561962,-34.0418084,-87.28559888,288.9036371
0.834,9.067047645,-4.539898941,-0.403696056,-33.87126418,-83.60550873,290.1122343
0.835,9.067929107,-4.54130715,-0.372817074,-33.70243902,-79.90665411,291.2753757
0.836,9.068740692,-4.542603459,-0.341926012,-33.53520157,-76.18969016,292.392797
0.837,9.069482314,-4.543787797,-0.311023868,-33.36941911,-72.4552763,293.4642434
0.838,9.070153893,-4.544860099,-0.280111641,-33.2049577,-68.7040761,294.4894702
0.839,9.070755359,-4.545820303,-0.249190331,-33.04168215,-64.93675709,295.4682424
0.84,9.071286648,-4.546668358,-0.218260939,-32.87945615,-61.1539906,296.4003356
0.841,9.071747702,-4.547404215,-0.187324467,-32.7181423,-57.35645155,297.2855349
0.842,9.072138472,-4.548027833,-0.156381917,-32.55760218,-53.54481837,298.123636
0.843,9.072458918,-4.548539179,-0.125434294,-32.39769639,-49.71977272,298.9144448
0.844,9.072709005,-4.548938223,-0.0944826,-32.23828466,-45.8819994,299.6577773
0.845,9.072888706,-4.549224943,-0.063527839,-32.07922587,-42.03218612,300.35346
0.846,9.072998002,-4.549399323,-0.032571017,-31.92037814,-38.17102338,301.0013299
0.847,9.073036882,-4.549461354,-0.001613138,-31.76159889,-34.29920423,301.6012343
0.848,9.073005341,-4.549411032,0.029344794,-31.60274488,-30.41742414,302.1530312
0.849,9.072903383,-4.54924836,0.060301773,-31.44367231,-26.52638081,302.6565887
0.85,9.072731018,-4.548973346,0.091256795,-31.28423688,-22.62677397,303.1117861
0.851,9.072488266,-4.548586007,0.122208856,-31.12429382,-18.71930526,303.5185127
0.852,9.072175151,-4.548086364,0.15315695,-30.96369801,-14.80467795,303.876669
0.853,9.071791707,-4.547474444,0.184100075,-30.802304,-10.88359688,304.1861656
0.854,9.071337975,-4.546750282,0.215037227,-30.63996609,-6.956768161,304.4469242
0.855,9.070814004,-4.545913918,0.245967404,-30.47653843,-3.024899094,304.6588772
0.856,9.070219848,-4.544965399,0.276889603,-30.31187502,0.911302076,304.8219673
0.857,9.069555572,-4.543904777,0.307802824,-30.14582984,4.851126315,304.9361484
0.858,9.068821246,-4.542732112,0.338706065,-29.97825688,8.793863987,305.0013849
0.859,9.068016949,-4.541447468,0.369598329,-29.80901022,12.73880504,305.0176519
0.86,9.067142765,-4.540050918,0.400478617,-29.63794408,16.68523917,304.9849355
0.861,9.066198788,-4.538542538,0.431345932,-29.46491292,20.63245603,304.9032322
0.862,9.065185118,-4.536922412,0.462199278,-29.28977147,24.5797454,304.7725494
0.863,9.064101863,-4.535190631,0.493037663,-29.11237482,28.52639735,304.5929051
0.864,9.062949138,-4.53334729,0.523860093,-28.93257848,32.47170246,304.3643283
0.865,9.061727065,-4.531392492,0.554665577,-28.75023843,36.41495194,304.0868583
0.866,9.060435775,-4.529326345,0.585453126,-28.56521121,40.35543789,303.7605454
0.867,9.059075404,-4.527148963,0.616221754,-28.37735397,44.29245341,303.3854501
0.868,9.057646096,-4.524860467,0.646970474,-28.18652455,48.22529281,302.9616441
0.869,9.056148004,-4.522460983,0.677698303,-27.99258152,52.1532518,302.489209
0.87,9.054581286,-4.519950643,0.708404261,-27.79538427,56.07562761,301.9682376
0.871,9.052946108,-4.517329587,0.739087368,-27.59479306,59.99171927,301.3988327
0.872,9.051242644,-4.514597958,0.769746648,-27.39066907,63.90082766,300.7811078
0.873,9.049471073,-4.511755907,0.800381126,-27.1828745,67.80225578,300.1151867
0.874,9.047631583,-4.50880359,0.830989831,-26.97127261,71.69530891,299.4012036
0.875,9.045724369,-4.50574117,0.861571794,-26.75572777,75.57929472,298.6393031
0.876,9.043749632,-4.502568814,0.892126049,-26.53610555,79.45352351,297.8296399
0.877,9.041707581,-4.499286697,0.922651631,-26.31227277,83.31730837,296.9723789
0.878,9.039598431,-4.495894998,0.953147581,-26.08409752,87.1699653,296.0676953
0.879,9.037422405,-4.492393903,0.98361294,-25.85144932,91.01081345,295.1157742
0.88,9.035179732,-4.488783602,1.014046755,-25.61419906,94.83917521,294.1168106
0.881,9.032870648,-4.485064294,1.044448074,-25.37221914,98.65437645,293.0710098
0.882,9.030495397,-4.481236179,1.074815948,-25.1253835,102.4557466,291.9785864
0.883,9.028054229,-4.477299468,1.105149433,-24.87356768,106.2426189,290.8397653
0.884,9.025547399,-4.473254372,1.135447589,-24.61664888,110.0143306,289.6547807
0.885,9.022975172,-4.469101113,1.165709476,-24.35450601,113.7702227,288.4238765
0.886,9.020337816,-4.464839914,1.19593416,-24.08701973,117.5096409,287.1473063
0.887,9.01763561,-4.460471006,1.226120712,-23.81407254,121.231935,285.8253329
0.888,9.014868836,-4.455994626,1.256268205,-23.53554882,124.9364594,284.4582284
0.889,9.012037783,-4.451411013,1.286375716,-23.25133484,128.6225733,283.0462743
0.89,9.009142749,-4.446720416,1.316442326,-22.9613189,132.2896405,281.5897611
0.891,9.006184034,-4.441923085,1.34646712,-22.66539129,135.9370301,280.0889884
0.892,9.003161949,-4.437019278,1.376449188,-22.36344438,139.5641162,278.5442647
0.893,9.000076809,-4.432009257,1.406387624,-22.05537267,143.1702781,276.9559074
0.894,8.996928935,-4.42689329,1.436281524,-21.74107286,146.7549007,275.3242423
0.895,8.993718654,-4.421671651,1.466129992,-21.42044383,150.3173742,273.6496042
0.896,8.990446302,-4.416344615,1.495932133,-21.09338675,153.8570947,271.9323362
0.897,8.987112217,-4.410912468,1.52568706,-20.75980509,157.3734642,270.1727897
0.898,8.983716746,-4.405375496,1.555393887,-20.41960469,160.8658904,268.3713244
0.899,8.980260241,-4.399733992,1.585051736,-20.07269377,164.3337872,266.5283081
0.9,8.97674306,-4.393988254,1.614659731,-19.71898299,167.7765748,264.6441167
0.901,8.973165567,-4.388138585,1.644217002,-19.35838549,171.1936796,262.7191339
0.902,8.969528132,-4.382185292,1.673722684,-18.99081694,174.5845345,260.7537511
0.903,8.965831131,-4.376128688,1.703175917,-18.61619555,177.948579,258.7483674
0.904,8.962074943,-4.369969088,1.732575846,-18.23444213,181.2852593,256.7033893
0.905,8.958259958,-4.363706816,1.761921621,-17.84548012,184.5940283,254.6192309
0.906,8.954386566,-4.357342196,1.791212395,-17.44923561,187.8743459,252.4963131
0.907,8.950455166,-4.35087556,1.820447331,-17.0456374,191.1256791,250.3350643
0.908,8.946466161,-4.344307243,1.849625593,-16.63461702,194.3475018,248.1359195
0.909,8.942419961,-4.337637584,1.878746352,-16.21610875,197.5392952,245.8993207
0.91,8.93831698,-4.330866927,1.907808785,-15.79004967,200.7005481,243.6257166
0.911,8.934157636,-4.323995621,1.936812073,-15.35637967,203.8307562,241.3155622
0.912,8.929942355,-4.317024018,1.965755403,-14.91504148,206.9294232,238.9693192
0.913,8.925671567,-4.309952475,1.994637968,-14.46598072,209.9960602,236.5874552
0.914,8.921345706,-4.302781352,2.023458967,-14.00914589,213.0301859,234.170444
0.915,8.916965213,-4.295511016,2.052217603,-13.54448843,216.031327,231.7187654
0.916,8.912530532,-4.288141834,2.080913088,-13.07196269,218.9990178,229.2329051
0.917,8.908042113,-4.280674179,2.109544635,-12.59152603,221.9328009,226.713354
0.918,8.903500411,-4.27310843,2.138111468,-12.10313875,224.8322265,224.160609
0.919,8.898905885,-4.265444966,2.166612813,-11.60676418,227.6968532,221.575172
0.92,8.894258999,-4.257684172,2.195047903,-11.10236866,230.5262477,218.9575501
0.921,8.889560221,-4.249826436,2.223415979,-10.58992157,233.3199847,216.3082557
0.922,8.884810025,-4.241872151,2.251716285,-10.06939533,236.0776476,213.6278057
0.923,8.880008888,-4.233821712,2.279948073,-9.540765452,238.7988278,210.916722
0.924,8.875157293,-4.225675517,2.3081106,-9.004010497,241.4831253,208.1755309
0.925,8.870255725,-4.217433971,2.336203131,-8.459112128,244.1301484,205.4047631
0.926,8.865304675,-4.209097478,2.364224935,-7.906055105,246.7395143,202.6049538
0.927,8.860304637,-4.200666448,2.392175288,-7.344827293,249.3108483,199.776642
0.928,8.855256111,-4.192141295,2.420053473,-6.775419672,251.8437846,196.9203708
0.929,8.850159599,-4.183522433,2.447858779,-6.197826343,254.337966,194.0366869
0.93,8.845015608,-4.174810282,2.475590501,-5.61204453,256.7930441,191.1261408
0.931,8.839824649,-4.166005265,2.503247941,-5.018074588,259.2086791,188.1892866
0.932,8.834587236,-4.157107806,2.530830406,-4.415920001,261.58454,185.2266813
0.933,8.829303888,-4.148118334,2.55833721,-3.805587387,263.9203047,182.2388853
0.934,8.823975126,-4.139037281,2.585767676,-3.187086495,266.2156599,179.2264621
0.935,8.818601475,-4.12986508,2.61312113,-2.560430204,268.4703012,176.1899778
0.936,8.813183465,-4.120602168,2.640396907,-1.925634521,270.683933,173.1300014
0.937,8.807721628,-4.111248985,2.667594346,-1.282718578,272.8562688,170.0471042
0.938,8.802216499,-4.101805973,2.694712795,-0.631704627,274.9870308,166.9418601
0.939,8.796668619,-4.092273577,2.721751608,0.02738197,277.0759503,163.8148451
0.94,8.791078528,-4.082652245,2.748710145,0.694512741,279.1227677,160.6666371
0.941,8.785446774,-4.072942426,2.775587773,1.369656121,281.1272319,157.4978162
0.942,8.779773903,-4.063144573,2.802383866,2.052777455,283.0891014,154.3089642
0.943,8.774060467,-4.053259141,2.829097803,2.743839011,285.0081432,151.1006642
0.944,8.768307021,-4.043286586,2.855728974,3.442799993,286.8841336,147.8735012
0.945,8.762514123,-4.033227368,2.88227677,4.149616555,288.7168576,144.628061
0.946,8.756682331,-4.023081947,2.908740593,4.86424181,290.5061094,141.3649311
0.947,8.750812209,-4.012850789,2.935119849,5.586625852,292.2516922,138.0846994
0.948,8.744904322,-4.002534357,2.961413954,6.316715766,293.9534181,134.7879551
0.949,8.738959237,-3.992133119,2.987622327,7.054455651,295.611108,131.475288
0.95,8.732977526,-3.981647546,3.013744397,7.799786634,297.2245921,128.1472882
0.951,8.726959761,-3.971078107,3.039779598,8.552646895,298.7937092,124.8045465
0.952,8.720906516,-3.960425276,3.06572737,9.312971679,300.3183071,121.4476538
0.953,8.714818369,-3.949689528,3.091587163,10.08069333,301.7982427,118.0772011
0.954,8.7086959,-3.938871339,3.11735843,10.85574129,303.2333815,114.6937796
0.955,8.70253969,-3.927971186,3.143040633,11.63804217,304.623598,111.2979801
0.956,8.696350322,-3.91698955,3.168633242,12.4275197,305.9687754,107.8903931
0.957,8.690128382,-3.905926911,3.19413573,13.22409484,307.2688058,104.4716087
0.958,8.683874457,-3.894783752,3.219547579,14.02768574,308.5235901,101.0422164
0.959,8.677589137,-3.883560555,3.24486828,14.8382078,309.7330376,97.60280517
0.96,8.671273012,-3.872257806,3.270097327,15.65557367,310.8970667,94.1539628
0.961,8.664926675,-3.860875992,3.295234222,16.47969333,312.0156041,90.69627631
0.962,8.65855072,-3.849415599,3.320278475,17.31047406,313.0885853,87.23033152
0.963,8.652145742,-3.837877115,3.345229602,18.14782053,314.1159544,83.75671305
0.964,8.645712339,-3.826261031,3.370087126,18.99163477,315.0976639,80.27600412
0.965,8.639251109,-3.814567836,3.394850575,19.84181624,316.0336746,76.78878644
0.966,8.632762651,-3.802798021,3.419519486,20.69826187,316.9239562,73.29564011
0.967,8.626247567,-3.79095208,3.444093403,21.56086607,317.7684862,69.79714348
0.968,8.619706459,-3.779030504,3.468571874,22.42952078,318.5672509,66.29387302
0.969,8.613139929,-3.767033787,3.492954456,23.30411549,319.3202445,62.78640321
0.97,8.606548583,-3.754962424,3.517240713,24.18453729,320.0274697,59.27530644
0.971,8.599933025,-3.74281691,3.541430214,25.07067091,320.6889371,55.76115285
0.972,8.59329386,-3.730597739,3.565522535,25.96239875,321.3046655,52.24451026
0.973,8.586631697,-3.718305409,3.58951726,26.8596009,321.8746817,48.72594405
0.974,8.579947141,-3.705940415,3.613413978,27.76215522,322.3990205,45.20601702
0.975,8.573240803,-3.693503254,3.637212286,28.66993734,322.8777245,41.6852893
0.976,8.566513289,-3.680994423,3.660911786,29.58282073,323.3108443,38.16431827
0.977,8.55976521,-3.66841442,3.684512088,30.50067671,323.6984382,34.6436584
0.978,8.552997175,-3.655763742,3.708012808,31.42337452,324.0405721,31.12386121
0.979,8.546209794,-3.643042888,3.731413569,32.35078135,324.3373195,27.60547511
